emp_no,birth_date,first_name,last_name,to_date,title
69020,1954-10-16,Udo,Masaki,9999-01-01,Senior Engineer
69022,1955-09-24,Kendra,Benzmuller,9999-01-01,Senior Staff
69027,1955-08-20,Make,Gihr,9999-01-01,Senior Staff
69032,1952-06-04,Dhritiman,Mawatari,9999-01-01,Technique Leader
69050,1954-03-27,Nidapan,Anily,9999-01-01,Senior Staff
69064,1953-09-22,Alair,Babb,9999-01-01,Senior Engineer
69084,1954-07-24,Kazuhisa,Thisen,9999-01-01,Senior Staff
69092,1954-07-27,Sreenivas,Denna,9999-01-01,Engineer
69118,1955-01-13,Irena,Lakshmanan,9999-01-01,Senior Staff
69122,1952-12-20,Weiwu,Templeman,9999-01-01,Senior Staff
69131,1954-05-24,Shuzo,Hebert,9999-01-01,Senior Staff
69136,1955-08-28,Younwoo,Busillo,9999-01-01,Senior Engineer
69166,1954-05-26,Bernd,Chiodo,9999-01-01,Senior Staff
69173,1954-09-08,Georgy,Adachi,9999-01-01,Senior Staff
69177,1955-05-27,Shan,Marchegay,9999-01-01,Technique Leader
69181,1955-04-11,Toshiko,Schiper,9999-01-01,Senior Staff
69206,1954-04-10,Bojan,Melichar,9999-01-01,Senior Engineer
69217,1955-09-18,Atreyi,Brandsma,9999-01-01,Senior Engineer
69222,1952-11-10,Elliott,Llado,9999-01-01,Senior Engineer
69226,1955-09-08,Reinhold,Wursthorn,9999-01-01,Senior Engineer
69228,1955-01-15,Urs,Shimshoni,9999-01-01,Senior Engineer
69230,1953-06-10,Florian,Pews,9999-01-01,Senior Engineer
69246,1955-12-02,Yonghoan,Maksimenko,9999-01-01,Senior Engineer
69263,1952-07-31,Sreekrishna,Iisaku,9999-01-01,Senior Engineer
69271,1955-12-16,Debatosh,Zyda,9999-01-01,Senior Engineer
69287,1954-01-31,Frazer,Luders,9999-01-01,Technique Leader
69297,1953-06-24,Fei,Range,9999-01-01,Senior Engineer
69316,1954-03-16,Paraskevi,Radhakrishnan,9999-01-01,Senior Engineer
69325,1955-02-16,Pranas,Dredge,9999-01-01,Senior Staff
69333,1952-04-28,Jianhao,Zirintsis,9999-01-01,Senior Engineer
69355,1955-11-12,Dmitry,Borovoy,9999-01-01,Technique Leader
69360,1952-10-22,Lenore,Hanratty,9999-01-01,Senior Engineer
69366,1955-12-24,Georg,Schrift,9999-01-01,Technique Leader
69387,1953-01-28,Danny,Mitsuhashi,9999-01-01,Senior Engineer
69405,1955-04-03,Lijia,Heping,9999-01-01,Senior Staff
69418,1954-09-06,Jixiang,Steinauer,9999-01-01,Senior Staff
69421,1953-06-03,Nahla,Clemencon,9999-01-01,Senior Staff
69425,1953-10-15,Kristen,Orsini,9999-01-01,Senior Engineer
69428,1955-05-17,Dzung,Shimshoni,9999-01-01,Senior Staff
69445,1954-05-14,Gift,Puppo,9999-01-01,Senior Staff
69446,1952-05-09,Pranay,Melter,9999-01-01,Senior Engineer
69455,1955-05-02,Radhakrishnan,Nastansky,9999-01-01,Senior Engineer
69493,1955-11-08,Odoardo,Greibach,9999-01-01,Engineer
69506,1953-06-09,Marke,Cappelletti,9999-01-01,Senior Engineer
69507,1953-03-05,Alassane,Weedon,9999-01-01,Senior Staff
69524,1955-06-05,Leon,Vrecion,9999-01-01,Engineer
69544,1954-02-21,Flemming,Falster,9999-01-01,Senior Staff
69555,1954-10-26,Golgen,Sabnani,9999-01-01,Senior Staff
69562,1953-12-21,Tua,Haumacher,9999-01-01,Engineer
69570,1952-06-01,Katsuyuki,Reinhart,9999-01-01,Senior Engineer
69578,1953-02-22,Shim,Sewelson,9999-01-01,Senior Staff
69582,1955-06-01,Pragnesh,Hofstetter,9999-01-01,Senior Staff
69598,1954-06-16,Elvis,Hofstetter,9999-01-01,Engineer
69601,1954-09-12,Sachar,Lieblein,9999-01-01,Senior Staff
69602,1953-08-03,Naftaly,Litzkow,9999-01-01,Staff
69607,1952-08-20,Candido,Parhami,9999-01-01,Staff
69613,1955-08-31,Gay,Tsukuda,9999-01-01,Staff
69621,1955-01-09,Atilio,Takkinen,9999-01-01,Senior Engineer
69625,1954-10-02,Remmert,Taneja,9999-01-01,Staff
69632,1954-04-06,Limsoon,Nations,9999-01-01,Senior Engineer
69635,1954-11-30,Djelloul,Garrabrants,9999-01-01,Technique Leader
69637,1952-08-31,Tse,Basart,9999-01-01,Senior Staff
69639,1952-04-20,Christoper,Picci,9999-01-01,Senior Engineer
69647,1952-11-27,Deborah,Pileggi,9999-01-01,Senior Staff
69651,1953-06-29,Divier,Decaestecker,9999-01-01,Senior Staff
69652,1954-11-07,Josyula,Oehlmann,9999-01-01,Senior Engineer
69654,1955-04-10,Paris,Hofman,9999-01-01,Senior Engineer
69665,1952-02-29,Uzi,Fioravanti,9999-01-01,Senior Staff
69670,1952-04-24,Phillip,Limongiello,9999-01-01,Senior Staff
69676,1954-12-06,Shin,Henseler,9999-01-01,Senior Engineer
69682,1954-10-22,Gor,Siksek,9999-01-01,Engineer
69687,1954-09-13,Oksana,Minakawa,9999-01-01,Senior Engineer
69688,1954-02-12,Kazuyasu,Skogmar,9999-01-01,Senior Staff
69697,1954-12-20,Zengping,Nourani,9999-01-01,Senior Engineer
69714,1953-04-22,Anneke,Kavvadias,9999-01-01,Technique Leader
69717,1954-03-17,Boalin,Gecsei,9999-01-01,Staff
69732,1953-02-22,Vitaly,Maraist,9999-01-01,Senior Staff
69737,1952-03-06,Sarita,Conta,9999-01-01,Senior Staff
69758,1952-08-28,Arup,Yurov,9999-01-01,Senior Engineer
69767,1955-05-24,Nakhoon,Glowinski,9999-01-01,Engineer
69771,1953-01-17,Chaitali,Ibel,9999-01-01,Senior Staff
69773,1952-08-09,Elzbieta,Kisuki,9999-01-01,Technique Leader
69790,1954-02-12,Werner,Leslie,9999-01-01,Senior Staff
69807,1952-02-09,Olivera,Emmerich,9999-01-01,Senior Staff
69821,1953-12-26,Francoise,Birdsall,9999-01-01,Senior Engineer
69829,1954-06-25,Akhilish,Koprowski,9999-01-01,Senior Engineer
69835,1952-03-11,Deborah,Birdsall,9999-01-01,Senior Engineer
69845,1953-05-18,Kinh,Tanemo,9999-01-01,Senior Engineer
69874,1952-05-14,Doohun,Menyhert,9999-01-01,Technique Leader
69888,1953-01-15,Billur,Speel,9999-01-01,Technique Leader
69897,1952-09-23,Stamatina,Kamber,9999-01-01,Senior Staff
69928,1954-10-15,Abdelkader,Nourani,9999-01-01,Senior Staff
69932,1952-10-18,Surveyors,Stenning,9999-01-01,Engineer
69940,1954-02-15,Gonzalo,Mattern,9999-01-01,Staff
69946,1952-08-23,Theirry,Varker,9999-01-01,Engineer
69960,1954-05-01,Lein,Sooriamurthi,9999-01-01,Senior Engineer
69982,1954-06-11,Sanjoy,Lindqvist,9999-01-01,Senior Staff
69987,1952-04-11,Shem,Collette,9999-01-01,Senior Staff
69993,1952-09-01,Anwar,Silva,9999-01-01,Staff
70004,1954-03-11,Shih,VanScheik,9999-01-01,Senior Staff
70023,1954-07-23,Bodh,Plotkin,9999-01-01,Senior Engineer
70027,1952-11-27,Manton,Schieder,9999-01-01,Engineer
70032,1952-11-28,Guttorm,Oppitz,9999-01-01,Senior Staff
70040,1952-02-05,Along,Montemayor,9999-01-01,Senior Engineer
70049,1954-03-11,Dipankar,Domenig,9999-01-01,Senior Engineer
70059,1953-07-12,Valeri,Tiemann,9999-01-01,Senior Staff
70068,1954-11-07,Noritoshi,Beidas,9999-01-01,Senior Staff
70077,1955-08-29,Vesna,Panienski,9999-01-01,Technique Leader
70087,1952-02-08,Ronghao,Lemarechal,9999-01-01,Senior Staff
70090,1955-12-06,Oldrich,Anandan,9999-01-01,Senior Staff
70091,1952-06-20,Vasilii,Haldar,9999-01-01,Senior Staff
70105,1955-04-10,Van,Hardjono,9999-01-01,Senior Engineer
70117,1952-04-24,Arie,Bail,9999-01-01,Engineer
70132,1953-07-31,Gal,Manders,9999-01-01,Staff
70146,1952-09-14,Tiina,Atrawala,9999-01-01,Senior Engineer
70162,1954-09-17,Danai,Wrigley,9999-01-01,Senior Engineer
70164,1953-05-05,Ult,Bergere,9999-01-01,Senior Engineer
70171,1954-10-06,Sadun,Himler,9999-01-01,Senior Engineer
70172,1952-10-27,Toshimo,Beerel,9999-01-01,Senior Engineer
70180,1952-11-21,Renee,Cichocki,9999-01-01,Senior Staff
70190,1952-11-07,Zeljko,Luiz,9999-01-01,Technique Leader
70197,1952-07-19,Nishit,Fritzsche,9999-01-01,Senior Engineer
70217,1954-10-12,Aksel,Iivonen,9999-01-01,Senior Staff
70218,1953-06-05,Stabislas,Luga,9999-01-01,Senior Staff
70219,1953-11-02,Ramzi,Suessmith,9999-01-01,Senior Engineer
70239,1953-04-05,Cedric,McFarlin,9999-01-01,Senior Engineer
70250,1952-08-02,Erez,Arlazarov,9999-01-01,Staff
70270,1952-08-25,Zsolt,Cusworth,9999-01-01,Senior Engineer
70287,1955-08-25,Nimmagadda,McConalogue,9999-01-01,Senior Staff
70296,1955-03-20,Nalini,Vadhan,9999-01-01,Senior Engineer
70310,1954-04-03,Neven,Ranai,9999-01-01,Staff
70311,1954-02-01,Abdelaziz,Kugler,9999-01-01,Senior Staff
70350,1954-07-25,Kwun,Swen,9999-01-01,Senior Staff
70354,1955-09-02,Minghong,Gammage,9999-01-01,Engineer
70374,1954-12-25,Girolamo,Macedo,9999-01-01,Senior Engineer
70380,1954-12-09,Alassane,Denos,9999-01-01,Senior Staff
70386,1954-02-18,Guiseppe,Mamelak,9999-01-01,Senior Engineer
70400,1955-06-02,Srinidhi,Lorcy,9999-01-01,Senior Staff
70421,1955-07-21,Amstein,Birke,9999-01-01,Senior Engineer
70422,1954-08-03,Zine,Krichel,9999-01-01,Senior Engineer
70425,1955-06-07,Mechthild,Businaro,9999-01-01,Senior Staff
70426,1954-02-12,Gilbert,Hanratty,9999-01-01,Senior Engineer
70465,1954-02-04,Kien,Ligten,9999-01-01,Senior Engineer
70478,1955-03-29,Basil,Peac,9999-01-01,Senior Engineer
70485,1954-02-05,Sachio,Mondadori,9999-01-01,Senior Engineer
70502,1953-12-16,Jiann,Weedon,9999-01-01,Senior Staff
70514,1954-11-12,Christoper,Highland,9999-01-01,Senior Engineer
70516,1955-05-08,Danny,Mamelak,9999-01-01,Senior Staff
70519,1952-05-12,Mohammad,Aingworth,9999-01-01,Senior Engineer
70528,1953-01-05,Khun,Gimarc,9999-01-01,Staff
70530,1953-05-18,Qunsheng,Stille,9999-01-01,Senior Engineer
70535,1952-09-06,Dante,Speel,9999-01-01,Staff
70540,1954-07-26,Vasilis,Ullian,9999-01-01,Senior Staff
70550,1952-07-14,Maren,Ressouche,9999-01-01,Senior Staff
70563,1955-06-03,Naraig,Klerer,9999-01-01,Staff
70564,1954-05-10,Supot,Chiola,9999-01-01,Senior Engineer
70565,1952-11-13,Fumiya,Bergere,9999-01-01,Senior Engineer
70571,1955-08-19,Randy,Sooriamurthi,9999-01-01,Senior Staff
70573,1955-04-15,Janalee,Chachaty,9999-01-01,Senior Staff
70579,1953-04-23,Seshu,Polajnar,9999-01-01,Engineer
70584,1953-12-07,Arun,Flasterstein,9999-01-01,Senior Engineer
70602,1952-09-22,Hongzhu,Maquelin,9999-01-01,Senior Engineer
70614,1952-04-20,Nevio,Furedi,9999-01-01,Senior Engineer
70629,1953-02-27,Shay,DiGiano,9999-01-01,Senior Staff
70659,1954-12-15,Kauko,Domenig,9999-01-01,Senior Staff
70661,1952-10-06,Leni,Bernardinello,9999-01-01,Senior Engineer
70666,1952-03-11,Ronghao,Veeraraghavan,9999-01-01,Senior Staff
70675,1952-04-01,Edwin,Avouris,9999-01-01,Senior Staff
70679,1955-08-13,Aluzio,Hagimont,9999-01-01,Senior Staff
70720,1952-04-06,Hidefumi,Denny,9999-01-01,Senior Staff
70722,1954-06-07,Maren,Sudbeck,9999-01-01,Senior Staff
70735,1953-06-07,Shaowei,Spataro,9999-01-01,Engineer
70738,1953-06-13,Shaleah,Kemmerer,9999-01-01,Staff
70739,1952-02-17,Przemyslawa,Kakkar,9999-01-01,Staff
70743,1954-03-09,Matk,Genin,9999-01-01,Engineer
70751,1953-04-19,Danil,Heusch,9999-01-01,Senior Engineer
70752,1954-04-21,Vugranam,Chiola,9999-01-01,Senior Engineer
70763,1955-12-16,Jahangir,Lorch,9999-01-01,Senior Engineer
70767,1952-03-23,Hinrich,Gewali,9999-01-01,Engineer
70785,1953-04-26,Jiakeng,Swan,9999-01-01,Senior Engineer
70787,1952-11-14,Reinhard,Masaki,9999-01-01,Senior Staff
70791,1955-10-07,Aamod,Avouris,9999-01-01,Senior Engineer
70797,1952-11-27,Alejandro,Tiemann,9999-01-01,Senior Engineer
70809,1952-10-23,Premal,Welham,9999-01-01,Senior Engineer
70810,1954-08-18,Vishwani,Brodal,9999-01-01,Senior Staff
70824,1955-04-28,Kauko,Mawatari,9999-01-01,Senior Staff
70830,1953-10-08,Jiakeng,Maksimenko,9999-01-01,Senior Staff
70877,1953-10-28,Prasadram,Weiland,9999-01-01,Engineer
70887,1954-07-01,Tsutomu,Bratten,9999-01-01,Technique Leader
70898,1955-07-26,Ranan,Radhakrishnan,9999-01-01,Senior Engineer
70914,1952-12-30,Dinah,Antonisse,9999-01-01,Senior Staff
70919,1955-01-04,Anwar,Casley,9999-01-01,Senior Engineer
70956,1955-06-04,Almudena,Genther,9999-01-01,Senior Engineer
70964,1953-06-26,Berhard,Seghrouchni,9999-01-01,Technique Leader
70970,1953-07-20,Yuuichi,Vesna,9999-01-01,Senior Engineer
70982,1955-08-26,Rasikan,Kamber,9999-01-01,Engineer
71041,1953-06-29,Frazer,Borovoy,9999-01-01,Senior Engineer
71057,1953-03-11,Christfried,Orsini,9999-01-01,Senior Staff
71060,1953-10-11,Suebskul,Tokunaga,9999-01-01,Senior Staff
71076,1954-03-10,Huei,Rosca,9999-01-01,Senior Staff
71099,1953-08-25,Adly,Azevdeo,9999-01-01,Senior Engineer
71100,1952-03-15,Taisook,Karnin,9999-01-01,Engineer
71102,1952-02-09,Indrajit,Juneja,9999-01-01,Staff
71113,1953-03-12,Anwar,Atrawala,9999-01-01,Senior Staff
71114,1953-06-21,Jagoda,Kakkar,9999-01-01,Senior Engineer
71118,1952-10-05,Chirstian,Tasistro,9999-01-01,Senior Staff
71120,1953-08-13,Kerryn,Marchegay,9999-01-01,Staff
71121,1952-03-23,Aris,Atrawala,9999-01-01,Staff
71127,1953-06-06,Annemarie,Belinskaya,9999-01-01,Staff
71128,1954-07-21,Selwyn,Dolinsky,9999-01-01,Senior Engineer
71130,1953-03-11,Khalid,Jervis,9999-01-01,Senior Engineer
71167,1952-02-20,Sham,Gimbel,9999-01-01,Senior Staff
71194,1955-03-22,Fox,Lampe,9999-01-01,Senior Engineer
71214,1952-07-27,Kiyomitsu,Toyoshima,9999-01-01,Senior Engineer
71220,1954-08-21,Nadjib,Peek,9999-01-01,Senior Engineer
71246,1955-06-01,Toshimitsu,Paludetto,9999-01-01,Senior Staff
71255,1953-03-29,Mrinalini,Halloran,9999-01-01,Senior Engineer
71262,1952-02-14,Shigenori,Vecchio,9999-01-01,Staff
71263,1955-04-07,Suvo,Farrar,9999-01-01,Senior Staff
71268,1955-07-12,Remko,Dalphin,9999-01-01,Senior Staff
71270,1954-11-15,Saeko,Crooks,9999-01-01,Senior Staff
71300,1955-09-14,Deborah,Beilner,9999-01-01,Senior Staff
71302,1952-05-16,Zhenbing,Heiserman,9999-01-01,Senior Engineer
71307,1954-04-29,Tadahiro,Bade,9999-01-01,Senior Staff
71320,1954-07-19,Xuejia,Caine,9999-01-01,Senior Staff
71323,1952-03-19,Shunichi,Brizzi,9999-01-01,Engineer
71341,1952-03-14,Seongbin,Tetzlaff,9999-01-01,Engineer
71351,1953-11-23,Otmar,Guerreiro,9999-01-01,Senior Staff
71362,1952-04-10,Cathie,Mellouli,9999-01-01,Senior Staff
71365,1952-04-06,Remzi,Bratsberg,9999-01-01,Senior Engineer
71375,1954-08-18,Masoud,Khamsi,9999-01-01,Senior Staff
71383,1952-06-12,Vidya,Ohori,9999-01-01,Senior Staff
71391,1953-03-15,Youjian,Morris,9999-01-01,Senior Staff
71398,1952-03-14,Sanjeeva,Krohn,9999-01-01,Senior Staff
71399,1954-05-11,Kasturi,Rodier,9999-01-01,Senior Engineer
71405,1954-01-19,Shuzo,Miake,9999-01-01,Senior Engineer
71416,1952-08-01,Jayson,Demir,9999-01-01,Senior Engineer
71420,1954-01-12,Oksana,Schnelling,9999-01-01,Engineer
71424,1953-04-28,Vishu,Kroha,9999-01-01,Senior Engineer
71451,1954-02-07,Munenori,Chelton,9999-01-01,Senior Staff
71458,1954-11-26,Kazuhiro,Welham,9999-01-01,Senior Engineer
71463,1952-11-15,Ferdinand,Lagarias,9999-01-01,Staff
71471,1954-10-18,Bernice,Peak,9999-01-01,Engineer
71472,1954-12-08,Bingning,Irland,9999-01-01,Technique Leader
71478,1954-08-22,Margo,Schahn,9999-01-01,Senior Staff
71490,1952-08-21,Yannis,Vieri,9999-01-01,Senior Staff
71501,1952-11-21,Nagui,Yurek,9999-01-01,Senior Engineer
71503,1952-07-05,Chinhyun,Plumb,9999-01-01,Senior Staff
71509,1953-11-03,Ioana,Feinberg,9999-01-01,Senior Engineer
71522,1952-04-03,Randi,Flasterstein,9999-01-01,Senior Engineer
71528,1954-09-18,Marjo,Deverell,9999-01-01,Engineer
71535,1953-05-16,Cristinel,Falco,9999-01-01,Engineer
71541,1954-10-30,Kwangsub,Chartres,9999-01-01,Senior Staff
71545,1955-10-22,Denny,Nittel,9999-01-01,Senior Staff
71586,1955-12-21,Jianwen,Cannard,9999-01-01,Senior Staff
71588,1953-12-30,Junichi,Colorni,9999-01-01,Senior Staff
71590,1955-06-16,Irene,Beerel,9999-01-01,Senior Engineer
71592,1954-04-17,Kitty,Rusterholz,9999-01-01,Senior Staff
71598,1952-10-23,Jianhua,Osgood,9999-01-01,Senior Staff
71603,1952-07-09,Susanta,Hanratty,9999-01-01,Senior Staff
71609,1952-06-25,Berthier,Manderick,9999-01-01,Senior Staff
71627,1955-10-10,Aria,Ranta,9999-01-01,Senior Staff
71644,1954-10-14,Bogdan,Azuma,9999-01-01,Senior Staff
71674,1955-08-24,Udo,Huxford,9999-01-01,Senior Engineer
71678,1955-07-29,Kiyokazu,Schapire,9999-01-01,Senior Engineer
71683,1952-05-14,Sastry,Hedayat,9999-01-01,Engineer
71690,1955-07-01,Annemarie,Steinauer,9999-01-01,Senior Engineer
71699,1954-06-06,Ingemar,Tramer,9999-01-01,Senior Staff
71706,1952-08-28,Van,Murtha,9999-01-01,Technique Leader
71715,1955-12-05,Eberhardt,Niizuma,9999-01-01,Senior Staff
71722,1953-06-20,Marco,Lally,9999-01-01,Senior Engineer
71725,1954-05-04,Kannan,Yurek,9999-01-01,Engineer
71729,1954-12-23,Jongsuk,Rosch,9999-01-01,Technique Leader
71732,1955-11-02,Arra,Highland,9999-01-01,Engineer
71750,1954-10-18,Berhard,Eppinger,9999-01-01,Senior Engineer
71754,1954-01-18,Leen,Hebden,9999-01-01,Senior Engineer
71758,1955-01-15,Munehiko,Frijda,9999-01-01,Senior Engineer
71773,1954-07-01,Leen,Ebeling,9999-01-01,Senior Staff
71779,1954-10-14,Hironoby,Cooman,9999-01-01,Engineer
71780,1954-04-11,DeForest,Honglei,9999-01-01,Senior Engineer
71788,1952-12-14,Reinhard,Verspoor,9999-01-01,Senior Staff
71791,1955-12-23,Bedrich,Lalonde,9999-01-01,Senior Engineer
71796,1953-10-22,Magdalena,Rijckaert,9999-01-01,Staff
71810,1954-12-02,Hideo,Ertl,9999-01-01,Senior Staff
71812,1953-03-14,Younwoo,Cooman,9999-01-01,Senior Staff
71823,1952-11-06,Kasidit,Linnainmaa,9999-01-01,Technique Leader
71826,1953-07-20,Chandrasekaran,Brickell,9999-01-01,Senior Staff
71837,1953-08-23,Munehiro,Babb,9999-01-01,Senior Engineer
71839,1954-04-20,Owen,Hasenauer,9999-01-01,Engineer
71842,1954-08-01,Bluma,Cummings,9999-01-01,Senior Staff
71847,1955-04-01,Seshu,Kadhim,9999-01-01,Senior Staff
71855,1954-01-03,Lein,Luef,9999-01-01,Technique Leader
71864,1954-05-05,Martina,Bellone,9999-01-01,Senior Engineer
71869,1954-07-22,Elzbieta,Puoti,9999-01-01,Technique Leader
71871,1954-09-29,Kien,Molenkamp,9999-01-01,Senior Staff
71889,1952-07-13,Tristan,Hennebert,9999-01-01,Senior Engineer
71894,1954-07-08,Guther,Munawer,9999-01-01,Senior Engineer
71896,1953-02-04,Magdalena,Zobel,9999-01-01,Senior Staff
71901,1953-04-20,Josyula,Halloran,9999-01-01,Senior Engineer
71913,1955-04-02,Tooru,Feinberg,9999-01-01,Technique Leader
71914,1953-08-24,Navid,Uludag,9999-01-01,Senior Engineer
71915,1955-03-07,Goh,Jakobus,9999-01-01,Staff
71923,1952-06-21,Jayesh,Kavanagh,9999-01-01,Technique Leader
71930,1952-10-20,Lech,Etalle,9999-01-01,Senior Staff
71948,1954-09-14,Angel,Bonifati,9999-01-01,Engineer
71960,1952-03-04,Teunis,Karnin,9999-01-01,Senior Staff
71962,1955-06-18,Mohamadou,Thorelli,9999-01-01,Senior Engineer
71979,1954-01-30,Sugwoo,Kropp,9999-01-01,Senior Staff
71980,1954-06-24,Stamatina,Compeau,9999-01-01,Engineer
71984,1953-02-05,Fei,Thiria,9999-01-01,Senior Engineer
71985,1955-01-09,Kristina,Emmart,9999-01-01,Senior Engineer
71990,1952-11-29,Supot,Thiran,9999-01-01,Senior Staff
71993,1953-07-01,Bernd,Caine,9999-01-01,Senior Staff
71998,1955-07-17,Pranas,Lovengreen,9999-01-01,Engineer
72003,1953-10-13,Kamakshi,Besselaar,9999-01-01,Senior Engineer
72004,1954-02-20,Macha,Undy,9999-01-01,Senior Engineer
72008,1953-06-23,Soenke,Wrigley,9999-01-01,Engineer
72013,1954-05-14,Lene,Beilner,9999-01-01,Senior Staff
72015,1952-05-11,Reuven,Trystram,9999-01-01,Staff
72024,1954-07-09,Takahiro,Wolniewicz,9999-01-01,Senior Engineer
72026,1952-08-09,Wilmer,Pesch,9999-01-01,Senior Engineer
72028,1954-01-02,Marsja,Szemeredi,9999-01-01,Senior Engineer
72031,1954-01-13,Nagui,Makrucki,9999-01-01,Senior Staff
72071,1952-11-12,Bilhanan,Rullman,9999-01-01,Senior Staff
72074,1954-02-08,Mahmut,Chinal,9999-01-01,Senior Staff
72077,1952-03-10,Reuven,Juneja,9999-01-01,Senior Staff
72078,1953-03-23,Olivera,Limongiello,9999-01-01,Senior Engineer
72085,1954-06-14,Sverrir,Ishibashi,9999-01-01,Senior Engineer
72087,1953-11-14,Teiji,Chartres,9999-01-01,Senior Engineer
72092,1954-09-10,Alper,Zaumen,9999-01-01,Senior Engineer
72097,1952-06-10,Almudena,Perng,9999-01-01,Senior Staff
72116,1955-03-28,Lalit,Quadeer,9999-01-01,Engineer
72137,1955-12-26,Dulce,Bodoff,9999-01-01,Senior Engineer
72140,1954-05-13,Christ,Cronau,9999-01-01,Senior Engineer
72145,1952-02-26,Zdislav,Neimat,9999-01-01,Senior Engineer
72160,1953-07-29,Sugwoo,Scharstein,9999-01-01,Staff
72207,1954-10-22,Wuxu,Marsiglia,9999-01-01,Senior Staff
72211,1953-01-11,Apostol,Murrill,9999-01-01,Senior Engineer
72216,1955-09-20,Serif,Rebaine,9999-01-01,Staff
72248,1955-03-08,Kamran,Rindone,9999-01-01,Senior Engineer
72262,1953-06-30,Shahab,Braunmuhl,9999-01-01,Senior Engineer
72264,1952-11-23,Alain,Bale,9999-01-01,Senior Engineer
72281,1952-09-14,Sariel,Uhrik,9999-01-01,Senior Engineer
72284,1954-07-30,Radhakrishnan,Mondadori,9999-01-01,Staff
72298,1954-08-07,Lenore,Glinert,9999-01-01,Engineer
72307,1952-11-11,Genta,Asser,9999-01-01,Senior Engineer
72338,1953-10-10,Sreekrishna,Gubsky,9999-01-01,Senior Engineer
72343,1954-07-17,Make,Bodoff,9999-01-01,Technique Leader
72357,1953-03-30,Kristina,Krogh,9999-01-01,Technique Leader
72383,1955-10-22,Gianluca,Sidou,9999-01-01,Technique Leader
72387,1955-10-01,Taiji,Zeilberger,9999-01-01,Engineer
72389,1952-10-18,Xuejun,Piancastelli,9999-01-01,Senior Engineer
72397,1952-10-20,Shigeu,Einsfeld,9999-01-01,Senior Engineer
72398,1953-10-22,Dines,Gulla,9999-01-01,Senior Staff
72400,1955-07-02,Charmane,Merel,9999-01-01,Senior Staff
72434,1952-07-03,Snehasis,Lueh,9999-01-01,Assistant Engineer
72448,1953-01-29,Lena,Assaf,9999-01-01,Staff
72451,1952-02-06,Xiong,Stamatiou,9999-01-01,Senior Engineer
72478,1953-07-24,Rosli,Motley,9999-01-01,Senior Staff
72485,1954-03-17,Hidefumi,Christianini,9999-01-01,Senior Staff
72486,1953-10-09,Irena,Brickell,9999-01-01,Senior Engineer
72497,1952-10-16,Kwangjo,McAlpine,9999-01-01,Senior Engineer
72510,1954-04-28,Miomir,Tomescu,9999-01-01,Senior Engineer
72513,1952-03-02,Juichirou,Talmon,9999-01-01,Engineer
72522,1955-02-02,Insup,Katzenelson,9999-01-01,Senior Engineer
72551,1954-07-14,Bedir,Impagliazzo,9999-01-01,Senior Engineer
72566,1952-04-23,Munehiro,Schaaf,9999-01-01,Senior Engineer
72569,1952-04-28,Katsuyuki,Halevi,9999-01-01,Engineer
72571,1953-03-08,Yurij,Cools,9999-01-01,Senior Engineer
72574,1954-10-01,Saeed,Carrere,9999-01-01,Senior Engineer
72586,1953-09-03,Jiong,Usery,9999-01-01,Senior Engineer
72587,1954-12-19,Krister,Angel,9999-01-01,Senior Staff
72598,1953-10-03,Bogdan,Vural,9999-01-01,Senior Engineer
72617,1955-06-24,Naraig,Worfolk,9999-01-01,Senior Staff
72625,1954-11-02,Moti,Nyanchama,9999-01-01,Engineer
72627,1955-01-05,Apostol,Conry,9999-01-01,Engineer
72634,1954-12-19,Xuedong,Thiran,9999-01-01,Senior Staff
72639,1952-08-11,Jiang,Angel,9999-01-01,Senior Staff
72646,1952-08-26,Elgin,Tchuente,9999-01-01,Engineer
72661,1954-08-19,Dinah,Baja,9999-01-01,Senior Staff
72683,1953-01-29,Tristan,Frolund,9999-01-01,Senior Engineer
72686,1953-05-11,Radoslaw,Marakhovsky,9999-01-01,Senior Engineer
72723,1954-06-19,Arve,Danlos,9999-01-01,Senior Staff
72725,1954-06-02,Jayesh,Felder,9999-01-01,Senior Engineer
72739,1954-08-13,Constantino,Sinicrope,9999-01-01,Senior Engineer
72740,1955-03-29,Heather,Greenaway,9999-01-01,Senior Staff
72741,1953-05-16,Ulises,Range,9999-01-01,Staff
72745,1954-08-27,Tayeb,Vernadat,9999-01-01,Senior Engineer
72752,1955-05-15,Kensyu,Gente,9999-01-01,Senior Engineer
72761,1954-01-19,Arto,Schlegelmilch,9999-01-01,Senior Staff
72768,1955-04-11,Sajjad,Kolvik,9999-01-01,Engineer
72794,1954-05-25,Kazuhisa,Awdeh,9999-01-01,Senior Staff
72797,1952-02-17,Dmitry,Luders,9999-01-01,Senior Staff
72799,1953-12-07,Akeel,Usdin,9999-01-01,Senior Engineer
72826,1955-01-06,Pranas,Kuhnemann,9999-01-01,Senior Engineer
72836,1954-03-26,Sadun,Baez,9999-01-01,Senior Staff
72861,1955-04-15,Chirstian,Pramanik,9999-01-01,Senior Engineer
72863,1955-08-09,Mohd,Kavvadias,9999-01-01,Senior Staff
72864,1953-04-02,Moie,McConalogue,9999-01-01,Senior Engineer
72866,1955-10-15,Sverrir,Zumaque,9999-01-01,Senior Staff
72885,1953-08-15,Yinghua,Coullard,9999-01-01,Technique Leader
